"Показник","Територіальний розріз","Період","Значення cпостереження"
"Рівень старіння населення станом на 1 січня","Сумська","2018","17.8"
"Рівень старіння населення станом на 1 січня","Сумська","2019","18.1"
"Рівень старіння населення станом на 1 січня","Сумська","2020","18.5"
"Рівень старіння населення станом на 1 січня","Сумська","2021","18.9"
"Рівень старіння населення станом на 1 січня","Сумська","2022","19.2"
"Рівень старіння населення станом на 1 січня","Тернопільська","2003","20.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2004","20.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2005","20.6"
"Рівень старіння населення станом на 1 січня","Тернопільська","2006","20.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2007","20.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2008","20.6"
"Рівень старіння населення станом на 1 січня","Тернопільська","2009","20.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2010","20.2"
"Рівень старіння населення станом на 1 січня","Тернопільська","2011","19.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2012","19.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2013","19.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2014","19.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2015","19.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2016","19.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2017","19.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2018","19.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2019","19.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2020","19.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2021","19.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2022","19.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2003","11.9"
"Рівень старіння населення станом на 1 січня","Тернопільська","2004","11.9"
"Рівень старіння населення станом на 1 січня","Тернопільська","2005","11.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2006","11.9"
"Рівень старіння населення станом на 1 січня","Тернопільська","2007","11.9"
"Рівень старіння населення станом на 1 січня","Тернопільська","2008","11.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2009","11.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2010","11.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2011","10.9"
"Рівень старіння населення станом на 1 січня","Тернопільська","2012","10.6"
"Рівень старіння населення станом на 1 січня","Тернопільська","2013","10.6"
"Рівень старіння населення станом на 1 січня","Тернопільська","2014","10.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2015","10.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2016","10.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2017","11"
"Рівень старіння населення станом на 1 січня","Тернопільська","2018","11.1"
"Рівень старіння населення станом на 1 січня","Тернопільська","2019","11"
"Рівень старіння населення станом на 1 січня","Тернопільська","2020","11.1"
"Рівень старіння населення станом на 1 січня","Тернопільська","2021","11.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2022","11.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2003","16.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2004","16.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2005","16.6"
"Рівень старіння населення станом на 1 січня","Тернопільська","2006","16.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2007","16.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2008","16.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2009","16.2"
"Рівень старіння населення станом на 1 січня","Тернопільська","2010","16.1"
"Рівень старіння населення станом на 1 січня","Тернопільська","2011","15.7"
"Рівень старіння населення станом на 1 січня","Тернопільська","2012","15.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2013","15.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2014","15.3"
"Рівень старіння населення станом на 1 січня","Тернопільська","2015","15.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2016","15.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2017","15.4"
"Рівень старіння населення станом на 1 січня","Тернопільська","2018","15.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2019","15.5"
"Рівень старіння населення станом на 1 січня","Тернопільська","2020","15.6"
"Рівень старіння населення станом на 1 січня","Тернопільська","2021","15.8"
"Рівень старіння населення станом на 1 січня","Тернопільська","2022","15.9"
"Рівень старіння населення станом на 1 січня","Харківська","2003","18.8"
"Рівень старіння населення станом на 1 січня","Харківська","2004","19.4"
"Рівень старіння населення станом на 1 січня","Харківська","2005","20"
"Рівень старіння населення станом на 1 січня","Харківська","2006","20.2"
"Рівень старіння населення станом на 1 січня","Харківська","2007","20.3"
"Рівень старіння населення станом на 1 січня","Харківська","2008","20.1"
"Рівень старіння населення станом на 1 січня","Харківська","2009","19.6"
"Рівень старіння населення станом на 1 січня","Харківська","2010","19.2"
"Рівень старіння населення станом на 1 січня","Харківська","2011","18.8"
"Рівень старіння населення станом на 1 січня","Харківська","2012","18.9"
"Рівень старіння населення станом на 1 січня","Харківська","2013","18.9"
"Рівень старіння населення станом на 1 січня","Харківська","2014","19.2"
"Рівень старіння населення станом на 1 січня","Харківська","2015","19.7"
"Рівень старіння населення станом на 1 січня","Харківська","2016","20"
"Рівень старіння населення станом на 1 січня","Харківська","2017","20.4"
"Рівень старіння населення станом на 1 січня","Харківська","2018","20.7"
"Рівень старіння населення станом на 1 січня","Харківська","2019","21"
"Рівень старіння населення станом на 1 січня","Харківська","2020","21.5"
"Рівень старіння населення станом на 1 січня","Харківська","2021","21.8"
"Рівень старіння населення станом на 1 січня","Харківська","2022","21.9"
"Рівень старіння населення станом на 1 січня","Харківська","2003","10.8"
"Рівень старіння населення станом на 1 січня","Харківська","2004","11.4"
"Рівень старіння населення станом на 1 січня","Харківська","2005","11.8"
"Рівень старіння населення станом на 1 січня","Харківська","2006","12"
"Рівень старіння населення станом на 1 січня","Харківська","2007","12.1"
"Рівень старіння населення станом на 1 січня","Харківська","2008","11.9"
"Рівень старіння населення станом на 1 січня","Харківська","2009","11.5"
"Рівень старіння населення станом на 1 січня","Харківська","2010","11.1"
"Рівень старіння населення станом на 1 січня","Харківська","2011","10.8"
"Рівень старіння населення станом на 1 січня","Харківська","2012","10.9"
"Рівень старіння населення станом на 1 січня","Харківська","2013","10.8"
"Рівень старіння населення станом на 1 січня","Харківська","2014","11"
"Рівень старіння населення станом на 1 січня","Харківська","2015","11.3"
"Рівень старіння населення станом на 1 січня","Харківська","2016","11.5"
"Рівень старіння населення станом на 1 січня","Харківська","2017","11.7"
"Рівень старіння населення станом на 1 січня","Харківська","2018","11.9"
"Рівень старіння населення станом на 1 січня","Харківська","2019","12.1"
"Рівень старіння населення станом на 1 січня","Харківська","2020","12.3"
"Рівень старіння населення станом на 1 січня","Харківська","2021","12.3"
"Рівень старіння населення станом на 1 січня","Харківська","2022","12.4"
"Рівень старіння населення станом на 1 січня","Харківська","2003","15.1"
"Рівень старіння населення станом на 1 січня","Харківська","2004","15.8"
"Рівень старіння населення станом на 1 січня","Харківська","2005","16.2"
"Рівень старіння населення станом на 1 січня","Харківська","2006","16.4"
"Рівень старіння населення станом на 1 січня","Харківська","2007","16.6"
"Рівень старіння населення станом на 1 січня","Харківська","2008","16.4"
"Рівень старіння населення станом на 1 січня","Харківська","2009","15.9"
"Рівень старіння населення станом на 1 січня","Харківська","2010","15.5"
"Рівень старіння населення станом на 1 січня","Харківська","2011","15.1"
"Рівень старіння населення станом на 1 січня","Харківська","2012","15.2"
"Рівень старіння населення станом на 1 січня","Харківська","2013","15.2"
"Рівень старіння населення станом на 1 січня","Харківська","2014","15.4"
"Рівень старіння населення станом на 1 січня","Харківська","2015","15.8"
"Рівень старіння населення станом на 1 січня","Харківська","2016","16.1"
"Рівень старіння населення станом на 1 січня","Харківська","2017","16.4"
"Рівень старіння населення станом на 1 січня","Харківська","2018","16.7"
"Рівень старіння населення станом на 1 січня","Харківська","2019","16.9"
"Рівень старіння населення станом на 1 січня","Харківська","2020","17.2"
"Рівень старіння населення станом на 1 січня","Харківська","2021","17.4"
"Рівень старіння населення станом на 1 січня","Харківська","2022","17.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2003","16.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2004","17.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2005","17.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2006","18.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2007","18.8"
"Рівень старіння населення станом на 1 січня","Херсонська","2008","18.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2009","18.7"
"Рівень старіння населення станом на 1 січня","Херсонська","2010","18.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2011","18"
"Рівень старіння населення станом на 1 січня","Херсонська","2012","18.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2013","18.2"
"Рівень старіння населення станом на 1 січня","Херсонська","2014","18.3"
"Рівень старіння населення станом на 1 січня","Херсонська","2015","18.6"
"Рівень старіння населення станом на 1 січня","Херсонська","2016","18.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2017","19.3"
"Рівень старіння населення станом на 1 січня","Херсонська","2018","19.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2019","20"
"Рівень старіння населення станом на 1 січня","Херсонська","2020","20.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2021","20.8"
"Рівень старіння населення станом на 1 січня","Херсонська","2022","21.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2003","9.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2004","10"
"Рівень старіння населення станом на 1 січня","Херсонська","2005","10.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2006","10.8"
"Рівень старіння населення станом на 1 січня","Херсонська","2007","11.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2008","11"
"Рівень старіння населення станом на 1 січня","Херсонська","2009","10.7"
"Рівень старіння населення станом на 1 січня","Херсонська","2010","10.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2011","10.2"
"Рівень старіння населення станом на 1 січня","Херсонська","2012","10.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2013","10.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2014","10.2"
"Рівень старіння населення станом на 1 січня","Херсонська","2015","10.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2016","10.7"
"Рівень старіння населення станом на 1 січня","Херсонська","2017","11"
"Рівень старіння населення станом на 1 січня","Херсонська","2018","11.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2019","11.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2020","11.7"
"Рівень старіння населення станом на 1 січня","Херсонська","2021","11.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2022","12"
"Рівень старіння населення станом на 1 січня","Херсонська","2003","13.2"
"Рівень старіння населення станом на 1 січня","Херсонська","2004","13.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2005","14.5"
"Рівень старіння населення станом на 1 січня","Херсонська","2006","14.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2007","15.3"
"Рівень старіння населення станом на 1 січня","Херсонська","2008","15.3"
"Рівень старіння населення станом на 1 січня","Херсонська","2009","15"
"Рівень старіння населення станом на 1 січня","Херсонська","2010","14.8"
"Рівень старіння населення станом на 1 січня","Херсонська","2011","14.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2012","14.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2013","14.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2014","14.6"
"Рівень старіння населення станом на 1 січня","Херсонська","2015","14.9"
"Рівень старіння населення станом на 1 січня","Херсонська","2016","15.1"
"Рівень старіння населення станом на 1 січня","Херсонська","2017","15.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2018","15.7"
"Рівень старіння населення станом на 1 січня","Херсонська","2019","16"
"Рівень старіння населення станом на 1 січня","Херсонська","2020","16.4"
"Рівень старіння населення станом на 1 січня","Херсонська","2021","16.7"
"Рівень старіння населення станом на 1 січня","Херсонська","2022","16.8"
"Рівень старіння населення станом на 1 січня","Хмельницька","2003","21.2"
"Рівень старіння населення станом на 1 січня","Хмельницька","2004","21.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2005","21.9"
"Рівень старіння населення станом на 1 січня","Хмельницька","2006","22"
"Рівень старіння населення станом на 1 січня","Хмельницька","2007","22.1"
"Рівень старіння населення станом на 1 січня","Хмельницька","2008","22"
"Рівень старіння населення станом на 1 січня","Хмельницька","2009","21.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2010","21.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2011","20.8"
"Рівень старіння населення станом на 1 січня","Хмельницька","2012","20.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2013","20.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2014","20.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2015","20.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2016","20.8"
"Рівень старіння населення станом на 1 січня","Хмельницька","2017","21"
"Рівень старіння населення станом на 1 січня","Хмельницька","2018","21.2"
"Рівень старіння населення станом на 1 січня","Хмельницька","2019","21.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2020","21.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2021","21.9"
"Рівень старіння населення станом на 1 січня","Хмельницька","2022","21.9"
"Рівень старіння населення станом на 1 січня","Хмельницька","2003","11.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2004","12"
"Рівень старіння населення станом на 1 січня","Хмельницька","2005","12.3"
"Рівень старіння населення станом на 1 січня","Хмельницька","2006","12.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2007","12.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2008","12.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2009","12.2"
"Рівень старіння населення станом на 1 січня","Хмельницька","2010","12"
"Рівень старіння населення станом на 1 січня","Хмельницька","2011","11.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2012","11.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2013","11.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2014","11.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2015","11.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2016","11.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2017","11.8"
"Рівень старіння населення станом на 1 січня","Хмельницька","2018","12"
"Рівень старіння населення станом на 1 січня","Хмельницька","2019","12.1"
"Рівень старіння населення станом на 1 січня","Хмельницька","2020","12.3"
"Рівень старіння населення станом на 1 січня","Хмельницька","2021","12.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2022","12.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2003","16.8"
"Рівень старіння населення станом на 1 січня","Хмельницька","2004","17.2"
"Рівень старіння населення станом на 1 січня","Хмельницька","2005","17.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2006","17.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2007","17.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2008","17.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2009","17.3"
"Рівень старіння населення станом на 1 січня","Хмельницька","2010","17.1"
"Рівень старіння населення станом на 1 січня","Хмельницька","2011","16.6"
"Рівень старіння населення станом на 1 січня","Хмельницька","2012","16.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2013","16.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2014","16.4"
"Рівень старіння населення станом на 1 січня","Хмельницька","2015","16.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2016","16.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2017","16.7"
"Рівень старіння населення станом на 1 січня","Хмельницька","2018","16.9"
"Рівень старіння населення станом на 1 січня","Хмельницька","2019","17.1"
"Рівень старіння населення станом на 1 січня","Хмельницька","2020","17.3"
"Рівень старіння населення станом на 1 січня","Хмельницька","2021","17.5"
"Рівень старіння населення станом на 1 січня","Хмельницька","2022","17.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2003","21.2"
"Рівень старіння населення станом на 1 січня","Черкаська","2004","21.8"
"Рівень старіння населення станом на 1 січня","Черкаська","2005","22.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2006","22.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2007","22.8"
"Рівень старіння населення станом на 1 січня","Черкаська","2008","22.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2009","22.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2010","22.2"
"Рівень старіння населення станом на 1 січня","Черкаська","2011","21.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2012","21.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2013","21.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2014","21.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2015","21.9"
"Рівень старіння населення станом на 1 січня","Черкаська","2016","22.1"
"Рівень старіння населення станом на 1 січня","Черкаська","2017","22.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2018","22.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2019","23"
"Рівень старіння населення станом на 1 січня","Черкаська","2020","23.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2021","23.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2022","23.8"
"Рівень старіння населення станом на 1 січня","Черкаська","2003","12.2"
"Рівень старіння населення станом на 1 січня","Черкаська","2004","12.9"
"Рівень старіння населення станом на 1 січня","Черкаська","2005","13.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2006","13.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2007","13.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2008","13.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2009","13.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2010","13.2"
"Рівень старіння населення станом на 1 січня","Черкаська","2011","12.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2012","12.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2013","12.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2014","12.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2015","13"
"Рівень старіння населення станом на 1 січня","Черкаська","2016","13.2"
"Рівень старіння населення станом на 1 січня","Черкаська","2017","13.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2018","13.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2019","13.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2020","13.9"
"Рівень старіння населення станом на 1 січня","Черкаська","2021","14"
"Рівень старіння населення станом на 1 січня","Черкаська","2022","14"
"Рівень старіння населення станом на 1 січня","Черкаська","2003","17.1"
"Рівень старіння населення станом на 1 січня","Черкаська","2004","17.8"
"Рівень старіння населення станом на 1 січня","Черкаська","2005","18.3"
"Рівень старіння населення станом на 1 січня","Черкаська","2006","18.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2007","18.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2008","18.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2009","18.3"
"Рівень старіння населення станом на 1 січня","Черкаська","2010","18.1"
"Рівень старіння населення станом на 1 січня","Черкаська","2011","17.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2012","17.4"
"Рівень старіння населення станом на 1 січня","Черкаська","2013","17.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2014","17.6"
"Рівень старіння населення станом на 1 січня","Черкаська","2015","17.8"
"Рівень старіння населення станом на 1 січня","Черкаська","2016","18"
"Рівень старіння населення станом на 1 січня","Черкаська","2017","18.3"
"Рівень старіння населення станом на 1 січня","Черкаська","2018","18.5"
"Рівень старіння населення станом на 1 січня","Черкаська","2019","18.7"
"Рівень старіння населення станом на 1 січня","Черкаська","2020","19"
"Рівень старіння населення станом на 1 січня","Черкаська","2021","19.2"
"Рівень старіння населення станом на 1 січня","Черкаська","2022","19.3"
"Рівень старіння населення станом на 1 січня","Чернівецька","2003","17.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2004","17.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2005","17.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2006","17.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2007","17.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2008","18"
"Рівень старіння населення станом на 1 січня","Чернівецька","2009","17.8"
"Рівень старіння населення станом на 1 січня","Чернівецька","2010","17.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2011","17.2"
"Рівень старіння населення станом на 1 січня","Чернівецька","2012","17"
"Рівень старіння населення станом на 1 січня","Чернівецька","2013","16.8"
"Рівень старіння населення станом на 1 січня","Чернівецька","2014","16.8"
"Рівень старіння населення станом на 1 січня","Чернівецька","2015","17.1"
"Рівень старіння населення станом на 1 січня","Чернівецька","2016","17.1"
"Рівень старіння населення станом на 1 січня","Чернівецька","2017","17.3"
"Рівень старіння населення станом на 1 січня","Чернівецька","2018","17.4"
"Рівень старіння населення станом на 1 січня","Чернівецька","2019","17.6"
"Рівень старіння населення станом на 1 січня","Чернівецька","2020","17.8"
"Рівень старіння населення станом на 1 січня","Чернівецька","2021","18"
"Рівень старіння населення станом на 1 січня","Чернівецька","2022","18"
"Рівень старіння населення станом на 1 січня","Чернівецька","2003","10.8"
"Рівень старіння населення станом на 1 січня","Чернівецька","2004","10.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2005","10.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2006","10.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2007","11"
"Рівень старіння населення станом на 1 січня","Чернівецька","2008","11"
"Рівень старіння населення станом на 1 січня","Чернівецька","2009","10.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2010","10.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2011","10.2"
"Рівень старіння населення станом на 1 січня","Чернівецька","2012","10"
"Рівень старіння населення станом на 1 січня","Чернівецька","2013","9.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2014","9.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2015","10.1"
"Рівень старіння населення станом на 1 січня","Чернівецька","2016","10.1"
"Рівень старіння населення станом на 1 січня","Чернівецька","2017","10.4"
"Рівень старіння населення станом на 1 січня","Чернівецька","2018","10.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2019","10.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2020","10.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2021","10.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2022","10.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2003","14.4"
"Рівень старіння населення станом на 1 січня","Чернівецька","2004","14.4"
"Рівень старіння населення станом на 1 січня","Чернівецька","2005","14.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2006","14.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2007","14.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2008","14.6"
"Рівень старіння населення станом на 1 січня","Чернівецька","2009","14.5"
"Рівень старіння населення станом на 1 січня","Чернівецька","2010","14.3"
"Рівень старіння населення станом на 1 січня","Чернівецька","2011","13.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2012","13.7"
"Рівень старіння населення станом на 1 січня","Чернівецька","2013","13.6"
"Рівень старіння населення станом на 1 січня","Чернівецька","2014","13.6"
"Рівень старіння населення станом на 1 січня","Чернівецька","2015","13.8"
"Рівень старіння населення станом на 1 січня","Чернівецька","2016","13.9"
"Рівень старіння населення станом на 1 січня","Чернівецька","2017","14"
"Рівень старіння населення станом на 1 січня","Чернівецька","2018","14.1"
"Рівень старіння населення станом на 1 січня","Чернівецька","2019","14.2"
"Рівень старіння населення станом на 1 січня","Чернівецька","2020","14.4"
"Рівень старіння населення станом на 1 січня","Чернівецька","2021","14.6"
"Рівень старіння населення станом на 1 січня","Чернівецька","2022","14.6"
"Рівень старіння населення станом на 1 січня","Чернігівська","2003","25.1"
"Рівень старіння населення станом на 1 січня","Чернігівська","2004","25.5"
"Рівень старіння населення станом на 1 січня","Чернігівська","2005","26.1"
"Рівень старіння населення станом на 1 січня","Чернігівська","2006","26.1"
"Рівень старіння населення станом на 1 січня","Чернігівська","2007","26.2"
"Рівень старіння населення станом на 1 січня","Чернігівська","2008","25.9"
"Рівень старіння населення станом на 1 січня","Чернігівська","2009","25.4"
"Рівень старіння населення станом на 1 січня","Чернігівська","2010","24.7"
"Рівень старіння населення станом на 1 січня","Чернігівська","2011","24"
"Рівень старіння населення станом на 1 січня","Чернігівська","2012","23.7"
